,app,google_score,reviews,user_grade
22,Duolingo - Apprendre une langue gratuitement,"4,7","Bonne progression, pas assez d'exercice de prononciation. Ce n'est Pas un cours en soi. Aucune vocabulaire ou tournure de phrase. par contre apprendre et traduire sandwich, elephant, c'est super léger ... Les mots prononcés ne le sont toujours pareil : a man s'entend \""éille mène\"" , \""the\"" se prononce des fois \""thi\""...comment s'y retrouver. Pourquoi ne pas proposer un parcours recommandé plutôt qu'une liberté totale. Merci en tout les cas de votre travail",4
23,Duolingo - Apprendre une langue gratuitement,"4,7","Superbe application pour apprendre une langue. Très ludique, simple d'utilisation et agréable, le système de compétition est une excellente idée ! 5/5 étoiles mais tout de même quelques petits points négatifs : - Le nombre d'erreurs est limité contrairement à Duolingo sur l'ordinateur. - Il n'y a pas toujours des leçons nous permettant de comprendre par exemple la grammaire.",5
24,Duolingo - Apprendre une langue gratuitement,"4,7","L'application est excellente comme complément d'un cours. Car il n'y a pas de vrai leçons: on apprend en répétant les exercices. J'utilise un cours assimil pour apprendre et duolingo pour réviser. Cependant depuis hier l'application ne fonctionne plus lors des passages de niveau. Chaque fois que j'essaie de commencer un exercice afin de passer à un niveau supérieur, l'application se bloque. Je ne sais pas si je devrais désinstaller l'application pour la réinstaller ensuite.",3
25,Duolingo - Apprendre une langue gratuitement,"4,7",Super application on avance pas a pas et personnellement je fais des progrès. Je l'utise tous les jours et je conseille la version payante dans ce cas. D'abord parce que c'est bien et ensuite pour reconnaître le travail de développeur. Je regrette que sur l'application on ne trouve pas la liste des mots déjà vu comme sur le web.,5
26,Duolingo - Apprendre une langue gratuitement,"4,7","J'ai bien démarré en italien et avec plaisir, mais depuis peu, le système de vie et la notation sont très décourageants. Perdre 1 vie parce qu'on traduit 10 en chiffres et non pas en lettres parait absurde et n'évalue pas vraiment son niveau d'italien. Ça ne donne pas vraiment envie de continuer !",3
27,Duolingo - Apprendre une langue gratuitement,"4,7",Duolingo t'apprend bien à parler en toute sorte de langue puis il est très amusant ce qui fait que tu apprends plus vite . Je vous le conseille . Petit défaut cest que quand on fais trop de fautes on ne peux plus jouer car on a plus de vie .... Ce qui peux être pas mal car il reconnais les jours où tu es pas décidé .,5
28,Duolingo - Apprendre une langue gratuitement,"4,7","Très bonne application pour apprendre les bases d'une langue (swahili), malheureusement peu d'oral pour entendre les prononciations des mots et expressions. L'idéal sera peut-être un ajout pour pouvoir prononcer via le microphone, pour s'assurer que l'apprentissage de la langue passe aussi par l'oral.",4
29,Duolingo - Apprendre une langue gratuitement,"4,7","Je la trouve super. La raison est qu'on peux désactiver les exercices d'écoute, en public et sans écouteurs, c'est pratique. On a une série de journées a faire et des badges à gagner ce qui permet de ne pas simplement l'utiliser deux jours et arrêter.",5
30,Duolingo - Apprendre une langue gratuitement,"4,7","Suite a la dernière mise a jour, mise en place de vie (on perd des vies très facilement : oubli d un accord, erreur de frappe, correction automatique du téléphone alors qu il ne faudrait pas....). Et en plus si on rajoute les pub a chaque fin d'exercices( ce qui me dérangeait pas avant).... Ne donne plus envie d'apprendre car on a plus le droit a l'erreur, sauf si on paye bien sûr.... Sinon avant j'adorais cette application, c'est dommage. En plus Babbel est moins cher",2
31,Duolingo - Apprendre une langue gratuitement,"4,7","L'introduction du nombre de vies limité va complètement à l'encontre de l'esprit de l'App et est stressant. Ça plus les pubs rendent l'application fade et sans valeur ajoutée. Pourquoi ajouter du contenu et de l'originalité quand on peut simplement forcer les gens à payer pour ne rien avoir de plus ? Dommage, je suis sûr que beaucoup de gens seraient prêts à payer un abonnement si l'application offrait davantage.",1
32,Duolingo - Apprendre une langue gratuitement,"4,7","Duolingo est une superbe application, mais uniquement pour commencer l'apprentissage d'une langue. J'apprends le suédois depuis 1 mois avec Duolingo, et je trouve ça super 😃🇸🇪 Tack så mycket Duo ! J'insiste vraiment, lorsque vous avez fini toutes les leçons Duolingo, vous n'êtes pas bilingue ! Il faut à côté vous entraîner à l'oral et à la compréhension si vous voulez réellement progresser. Duolingo fait un excellent combo avec Drops, qui vous permettra d'apprendre plein de vocabulaire 😃",5
33,Duolingo - Apprendre une langue gratuitement,"4,7","Une application très intuitive et utile qui permet des progrès rapides et significatifs. L'usage des 4 piliers (compréhension écrite et orale, expression écrite et orale) de l'apprentissage d'une langue est très bien mis en place, ce qui rend l'apprentissage encore plus efficace. Rien à redire, l'appli est top.",5
34,Duolingo - Apprendre une langue gratuitement,"4,7",Je suis déçue car ça fait des semaines que je suis connecté sur l'application et je trouve que l'expérience manque cruellement de pouvoir accéder a des leçons pour comprendre les règles qui s'appliquent dans les exemples. Et aujourd'hui par pur hasard je tombe sur le site Web et je vois deux onglets (mots et dictionnaires) qui n'apparaissent pas dans l'application ma déception est d'autant plus grande que ça fait des semaines que j'utilise d'autres outils pour progresser sur les mots...,2
35,Duolingo - Apprendre une langue gratuitement,"4,7","Très content de l'application ! Je l'utilise depuis quelques temps et franchement je fais des bon progrès. Pour une application gratuite c'est super ! Avec le système de classement, de vie et de jours consécutifs ça motive à se connecter et à bien réfléchir. Faudrait juste plus de cosmetique pour Duo 😄 Merci beaucoup !",5
36,Duolingo - Apprendre une langue gratuitement,"4,7","Déçu de l'application, il n'y aucune différence de prononciation entre man/men et woman/women alors qu'il faudrait insister sur la prononciation du singulier et cela nous flingue les résultats. Il semble que l'application ne tienne jamais compte des erreurs signalées par les utilisateurs et il n'y a pas d' explication par Duo des règles de grammaire. Bref, c'est bien pour démarrer mais il faut assez vite passer à une application plus complète.",3
37,Duolingo - Apprendre une langue gratuitement,"4,7","Excellent. Exercice très bien construit. Quand on répond mal à une question, on nous la repose un peu plus loin. Nous avons après chaque leçon un objectif à atteindre avec des points d'expérience qui motivent vraiment à continuer. Excellente appli 👍",5
38,Duolingo - Apprendre une langue gratuitement,"4,7","L'expérience est plutôt bonne. Toutefois je pense que vous devriez améliorer la méthode afin que les débutants comme moi ait plus de faciliter à appréhender les leçons. Par exemple, débuter avec l'alphabet de la langue ensuite, les salutations, les articles, les verbes auxiliaires, les adjectifs...",2
39,Duolingo - Apprendre une langue gratuitement,"4,7","Excellente application pour apprendre une nouvelle langue. La publicité en mode gratuit n'est pas trop intrusive, et le système de vie est plus que généreux (récupération de vie possible en révisant des leçons déjà terminées). Un grand oui pour moi.",5
40,Google Classroom,"2,3","Pas très pratique car on ne peut pas laisser des notes ou des \""à voir\"" privés pour s'organiser ou renommer des documents/classes seulement pour notre usage, voir ce que l'on a déjà vu ou pas. J'espère que ça va changer avec le temps car je suis obligée d'utiliser cette application par l'école ! Pouvoir voir les nouveautés sur un autre onglet serait aussi beaucoup plus pratique que devoir regarder dans toutes les classes, surtout si on en a plein.",2
41,Google Classroom,"2,3",Je suis plutôt satisfaite de l'application qui me permet de donner des devoirs et suivre leur progression! J'attends impatiemment de pouvoir annoter les devoirs à la main depuis ma tablette Windows surface. J'ai la technologie (stylet et écran tactile) mais Classroom la considère comme un ordinateur et je ne peux pas utiliser toutes ses fonctions très utiles pour une prof de maths !,3
42,Google Classroom,"2,3","Ça a l'air bien. Je déplore cependant l'absence d'un mode sombre, ce qui est étrange puisqu'il est présent dans de nombreuses autres applis Google. A corriger au plus vite car je suis sur le point d'utiliser Classroom de façon permanente.",3
43,Google Classroom,"2,3",Super appli .Merci de rajouter la possibilité de rechercher des personnes précises dans les participants .sinon c'est top je mets 5 sans hésiter.,5
44,Google Classroom,"2,3",Cette application est très utile et facile d'utilisation. Elle a été un outil indispensable durant mes études. Je la recommande fortement aux enseignant(e)s cherchant un moyen de donner des travaux à distance à leurs élèves.,5
45,Google Classroom,"2,3",Le mode sombre serait très important et aussi on prend beaucoup de temps à chaque ouverture d'un document.,2
46,Google Classroom,"2,3","Je ne peux pas l'ouvrir. Je reçois un message disant que ce compte existe déjà. Mes élèves, qui ont aussi Android , ont le même problème. Ceux qui ont iPhone n'ont pas de problèmes. Quelle est la solution?",1
47,Google Classroom,"2,3","C'est fantastique je pense tout mon temps sur cette application génialissime, j'en suis accro !!! Honte a tout le commentaire négatif qui n'ont pas leur places sur cette plateforme😠😠",5
48,Google Classroom,"2,3","Je n'arrive plus à inviter des enseignants ou des élèves à une classe que je viens de creer, alors que c'était possible avant.",3
49,Google Classroom,"2,3","Nul, encore un site incompréhensible en plus alors que pronote et gmail suffisent.",1
50,Google Classroom,"2,3",C'est très pratique je le trouve facile pour communiquer aux enseignants,5
51,Google Classroom,"2,3",Cette pplication est trés génial tacil à utiliser et surtout pour lensaignemant à distance 👍🏼jaime beaucoup 👍🏼,5
52,Google Classroom,"2,3",Très très bien..Je l'a conseille pour les professeur!A cause du virus c'est l'école a distance et du coup ce serai tres utiles!,5
53,Google Classroom,"2,3","Je trouve sa génial pour poster mes cours, mais je pense que la des mises à jours à faire pour faire encore mieux.",3
54,Google Classroom,"2,3",Très bonne application même si elle beugué parfois ect elle est pratique,3
55,Google Classroom,"2,3","Bonne application, cependant on ne peut pas télécharger les cours qu'on nous envoie, ou pas tous.",2
56,Google Classroom,"2,3",Cest grave chiant tu ne peut meme pas rentrer avec le courriel decole et sa demande de installer un truc malveillant,3
57,Google Classroom,"2,3",Très bonne application toute fois vous pourriez essayer d'insérer option note où on peut voir toute les notes des élèves pour la version Android comme le cas du pc. Merci bien,1
58,Google Classroom,"2,3",Cette une bonne application qui aide les élèves à communiquer en privé entre-eux et leurs professeurs,5
59,Google Classroom,"2,3",C'est un appli assez bien. Je vous requête d'ajouter le mode sombre comme vous en faites pour les autres apps Google. Merci !,5
60,Google Classroom,"2,3","Très bonne application, mais j,ai souvent des soucis pour le réchauffement",4
61,Google Classroom,"2,3","C'est une bonne application,juste que quand tu reçois l'avis d'utilisation et tu remets sur plutard ta vidéo conférence coupe",1
62,Google Classroom,"2,3",c'est pratique pour comuniqué avec les élèves.,4
63,Google Classroom,"2,3",L'appli ne cesse de s'arrêter pourtant je l'ai mise à jour,5
64,Google Classroom,"2,3",Moi je suis ravie parce-que Google à faire Cet applications pour les écoles est aussi Les mètres éducé les enfants est tous et Merci.,5
65,Google Classroom,"2,3","Bien en gros, mais la version web contient beaucoup plus d'options que celle mobile. Il faudra peut-être ajouter plus de paramètres en statistiques des élèves sous Android et permettre l'édition des documents Word.",1
66,Google Classroom,"2,3","C'est vraiment bien. J'ai beaucoup appris à organiser la lecture quand À distance en raison du coronavirus, merci beaucoup!",2
67,Google Classroom,"2,3",Superbe appli que ont peut utilisé facilement sans trop de difficulté pour les cours. d'un élève,5
68,Google Classroom,"2,3","C'est une bonne appli, je l'utilise pour mes cours et l'on collège l'utilise, c'est super pratique pour le confinement",4
69,Google Classroom,"2,3",Super !! Notre école a mis des codes en place. C'est une super alternative pendant le confinement ♥️,5
70,Google Classroom,"2,3","application très pratique !! j'espère qu'un jour on puisse mettre la classe en \""Libre service\"" et que des personnes puissent rejoindre sans avoir besoin de code. ce serait plus simple pour les cours globaux de langues ou autre ! petit plus à améliorer ; les quiz sont bien mais peu pratique, pour corriger cest pas simple, le dossier n'est pas associé à la personne. du coup dans le questionnaire il faut demander le pseudo... Et le quiz est inaccessible en version téléphone :(",5
71,Google Classroom,"2,3",Après un temps n'accepte plus les codes des cours 😠😠😠,5
72,Google Classroom,"2,3",Très bonne application on passe nôtre devoir chez nous sans se déplacer et on peut communiquer nôtre professeur en priver tout comme facilement,5
73,Google Classroom,"2,3","Très bonne app. Il faudrait corriger quelques bugs comme le fait que les élèves ne reçoivent pas de notification lorsque quelqu'un commente une publication et aussi pouvoir ajouter des fonctionnalités supplémentaires comme le fait que les élèves puissent, tout comme l'enseignant, pouvoir interagir (poster des messages dans le flux) de manière ciblée et individualisée avec certains participants et pas seulement collectivement.",5
74,Google Classroom,"2,3",L'application est excellente mais ce serait beaucoup mieux si l'interactivité existait entre les élèves et entre l'eleve et l'enseignant. Un genre de groupe de discussion à laquelle la classe à accès pour éventuellement poserdes questions ou faire des remarques.,2
75,Google Classroom,"2,3",Application très pratique pour les enseignants et les élèves,5
76,Google Classroom,"2,3",Merci. Pratique et efficace à mon sens. Utilisation complémentaire au face to face. Bravo et merci pour les améliorations et évolutions qualitatives,5
77,Canvas Student,"4,4",Ce serait bien d avoir plusieurs langues ou alors un traducteur,3
78,Canvas Student,"4,4","La application c'est très bonne, mais les liens pour des livraisons de travaux et les conférences virtuelles affichent souvent des erreurs et sont assez difficiles à lire.",3
79,Canvas Student,"4,4",L'application commence à bugger et c'est désagréable. J'espère que les développeurs se pencheront sur le cas aussi vite que possible.,3
80,Canvas Student,"4,4",Pour les etudier c'est plus leger sur portable. Et on peut l'utiliser n'importe ou,5
81,Canvas Student,"4,4",clair et précis. Juste génial!,5
82,Canvas Student,"4,4",tres plastique et intuitif,5
83,Canvas Student,"4,4",Génial pour le moment,5
84,Canvas Student,"4,4",Mettez aussi la version française,5
85,Canvas Student,"4,4",C'est une très bonne application,5
86,Moodle,"3,2","Application mobile non optimisé pour mobile, sert à rien a part faire des tentatives (épreuves) dans le vide. On ne peut même pas voir l'emploi du temps, je suis déçu.",1
87,Moodle,"3,2","Application trop difficile à prendre en main et surtout que les serveurs ne sont pas stable , exemple , il se sont fait hacker résament.",2
88,Moodle,"3,2","Certains plug-in ne sont pas supportés, obligeant à aller sur un explorateur. De plus, les messages ne sont pas facilement visibles. Bien pour une alternative rapide du site Web.",3
89,Moodle,"3,2","Aucune utilité, ne reconnaît rien.... Alors que via navigateur aucun problème... Si vous êtes dans une fac française vous pouvez oublier l'application.",1
90,Moodle,"3,2","Je l ai téléchargé malgré la mauvaise évaluation. Effectivement elle ne fonctionne pas, elle ne reconnaît pas ma fac, message annonçant \""connexion impossible\"" alors que c est la bonne adresse mail upec. Je la désinstalle, dommage",1
91,Moodle,"3,2",Application bien pour ouvrir des fichiers mais pour les envoyer c'est un autre problème,4
92,Moodle,"3,2",Impossible de se connecter alors que l'accès a bien été activé par la fac,1
93,Moodle,"3,2","Je ne sais pas ce qui se passe avec l'application mais je n'arrive pas à entrer mon site, vraiment dommage :/",1
94,Moodle,"3,2",Bonne application mais pas possible de zoomer ou d'agrandir les textes affichées qui peuvent etre de petite taills,3
95,Moodle,"3,2","3 sites moodles différents essayés, aucun ne marche... L'app ne reconnaît pas les liens donnés",1
96,Moodle,"3,2","J'ai déjà eu BEAUCOUP de mal à me connecter l'année dernière car Moodle ne reconnaissait pas mon ENT. Maintenant, j'ai changé d'établissement et je n'arrive pas à changer mon compte. (L'appli bug, ne veut pas me proposer de me déconnecter ou d'utiliser un autre compte) Ce truc est ridicule, je sais pas comment ils ont pu faire quelque chose d'aussi peu compliqué d'utilisation. Restez sur la version internet, c'est mieux.",1
97,Moodle,"3,2","Incapable de se connecter, un message d'erreur ne cesse de s'afficher. C'est peut-être le lien avec mon Collège qui ne se fait pas, mais peu importe, ça ne fonctionne pas!",1
98,Moodle,"3,2","Cela fonctionnais parfaitement bien, mais depuis ce début d'année universitaire je n'arrive plus du tout à me connecter !",3
99,Moodle,"3,2","Je n'arrive pas a me connecter a mon compte alors que les informations sont juste , j'espère que le problème sera vite règle",1
100,Moodle,"3,2","Je n'arrive pas à me connecter sur moodle bien que j'ai trouvé l'URL correspondant à mon université pendant un très long moment, lorsque j'inscris mon profil d'étudiants il n'accepte pas. Suis je. Le seul à avoir ce genre de problème ? À t'il une solution pour y remédier autre que revérifier plusieurs fois mon profil (je n'arrête pas de le faire). Merci.",1
101,Moodle,"3,2","Votre application fonctionne très bien, je trouve utile de pouvoir travailler hors-ligne , pouvez vous optimiser en offrant la possibilité de choisir le mode de stockage sur l'appareil .Bien souvent les fichier de cours sont trop volumineux il serait appréciable d'avoir le choix de stocker en mémoire interne de l'appareil ou bien sur stockage externe . Merci pour votre travail",4
102,Moodle,"3,2","Très bonne solution de e-learning. Il manque juste une messagerie de la trampe de whatsapp avec échanges de fichiers, photos, audio, vidéos...",4
103,Moodle,"3,2","Bonjour, j'ai réussi à me connecter à mon compte du Muséum national d'histoire naturelle mais en voulant accéder aux chapitres des cours j'obtiens ce type de message : \"" {\""error\"":\""Un param\\u00e8tre requis (token) est manquant\"",\""errorcode\"":\""missingparam\"",\""stacktrace\"":null,\""debuginfo\"":null,\""reproductionlink\"":null \"". Pouvez-vous m'aider ?",2
104,Moodle,"3,2","Cette application est parfaitement opérationnelle. Pour que la connexion à un site soit possible, l'administrateur du site doit avoir au préalable autorisé les applications mobiles.",2
105,Moodle,"3,2","Erreur : \""La connexion à échoué, veuillez réessayer.\"" Le lien du site est pourtant correct et ma connexion n'a aucun problème. Pouvez vous m'aider ?",5
106,Moodle,"3,2","Je suis très deçu par cette experience et ça n' explique pas encore 1 étoile: c est vraiment désagréable moodle est une application vraiment à ne pas installer j ai cru qu'on pouvait se ctonnecter mais déjâ la première question entrez votre adresse laquel franchement c est de la 💩💩💩💩💩💩 ďésolé pour les développeurs,mais c est vrai,en plus a chaque fois que j essaye, erreur de connexion pour ceux qui ont réussi bravo mais moi je n y arrive pas",5
107,Moodle,"3,2","Chaque fois que j'essayes me connecter, il y a un annonce qui apparaît disant \""connexion a échoué. Veuillez ressayer\"". Je suis arrivée jamais à me connecter....",1
108,Moodle,"3,2","Je ne peux plus me connecter à chaque fois ça me met un message d'erreur \""la connexion a échoué, veuillez réessayer\"" pourtant mes identifiants sont corrects...",1
109,Moodle,"3,2","Lorsque je veux me connecter, un message d'erreur s'affiche sur mon écran.",1
110,Moodle,"3,2","Impossible de se connecter j'ai beau chercher des paramètre sur la version Web rien a faire il est écrit quand j'essaye de me connecter \""Erreur : Les services Web doivent être activés dans les fonctions avancées\""",1
111,Moodle,"3,2","La connexion est tout le temps mauvaise, en plus ça ne marche pas à nos attentes.",1
112,Moodle,"3,2",Je n'arrive pas à me connecté 😖 ça affiche tjrs erreur : les services web doivent être activé mais je n'arrive pas à les trouver,1
113,Moodle,"3,2",L'application me demande d'utiliser la nouvelle version et il ne m'envoie pas de mis à jour je suis obligé de le désinstaller et le réinitialiser et je risque de perdre des documents ou de tout téléchargement c'est nul,1
114,Moodle,"3,2",La possibilité de télécharger les contenus sur la SD serait un réel plus. Notamment pour les smartphones avec capacité mémoire interne réduite.,1
115,Moodle,"3,2",Pas mal de bugs et impossible de se connecter. Dommage car ça pourrait être utile de l avoir sur smartphone.,2
116,Moodle,"3,2",Pas de message d'erreur et tt ça charge en permanence,3
